text,label
"Security alert for your Amazon account - password reset Dear customer, We detected unusual activity on your account. If you do not act, we will close your account. Please update your payment method. We notice problem with your account. Link: http://secure-update.net/116",phishing
"Security alert for your Apple ID account - password reset Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please update your payment method. Please to verify. Link: https://service.example.com/login",phishing
"Team meeting agenda Hello, Here is the policy update for your review. No action is required. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Netflix account - confirm now Dear customer, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please verify your identity immediately. This is not spam trust us. Link: https://company.com/portal",phishing
"Security alert for your Microsoft account - security alert Dear account holder, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. Please to verify. Link: https://tinyurl.com/5967",phishing
"Policy update Hi, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Google account Dear customer, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please update your payment method. Please to verify. Link: https://company.com/portal",phishing
"Your order receipt Hello, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Google account - limited time Dear user, We detected unusual activity on your account. If you do not act, your account will be suspended. Please confirm now to avoid suspension. This is not spam trust us. Link: http://auth-check.io/619",phishing
"Course schedule Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Bank of America account Dear user, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please click here to resolve. You must act now immediate. Link: http://login-verify.com/483",phishing
"Security alert for your Bank of America account Dear user, We detected suspicious activity on your account. If you do not act, access will be limited. Please click here to resolve. You must act now immediate. Link: https://bit.ly/9561",phishing
"Security alert for your Google account Dear customer, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. We notice problem with your account. Link: http://account-security.help/942",phishing
"Service maintenance notice Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://company.com/portal Thanks,",legitimate
"Project status update Hello, Your order has shipped. Tracking information is included below. For reference: https://company.com/portal Thanks,",legitimate
"Monthly newsletter Dear student, Here is the monthly report. Let me know if you have any questions. For reference: https://company.com/portal Thanks,",legitimate
"Monthly newsletter Hello, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Course schedule Hello all, Here is the policy update for your review. No action is required. For reference: https://service.example.com/login Thanks,",legitimate
"Invoice available Hello all, Your order has shipped. Tracking information is included below. For reference: https://university.edu/course Thanks,",legitimate
"Course schedule Hello all, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Invoice available Hello all, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Netflix account Dear customer, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. This is not spam trust us. Link: https://university.edu/course",phishing
"Security alert for your Microsoft account - urgent Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. Please to verify. Link: http://secure-update.net/735",phishing
"Security alert for your Amazon account - click here Dear customer, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please verify your identity immediately. This is not spam trust us. Link: https://bit.ly/3267",phishing
"Security alert for your Microsoft account - click here Dear user, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please update your payment method. This is not spam trust us. Link: http://login-verify.com/734",phishing
"Security alert for your PayPal account Dear account holder, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. Please to verify. Link: https://short.ly/3712",phishing
"Invoice available Hi team, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Team meeting agenda Hello, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Team meeting agenda Hi team, Thank you for your purchase. Your receipt is attached. For reference: https://company.com/portal Thanks,",legitimate
"Invoice available Hello, Your order has shipped. Tracking information is included below. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Netflix account - unusual activity Dear user, We detected potentially fraudulent activity on your account. If you do not act, your account will be suspended. Please click here to resolve. We notice problem with your account. Link: https://university.edu/course",phishing
"Security alert for your Netflix account - urgent Dear customer, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please click here to resolve. This is not spam trust us. Link: http://account-security.help/524",phishing
"Security alert for your Microsoft account Dear customer, We detected suspicious activity on your account. If you do not act, access will be limited. Please verify your identity immediately. You must act now immediate. Link: https://short.ly/9850",phishing
"Security alert for your Google account - click here Dear customer, We detected suspicious activity on your account. If you do not act, we will close your account. Please verify your identity immediately. This is not spam trust us. Link: https://bit.ly/1472",phishing
"Invoice available Hi team, Here is the policy update for your review. No action is required. For reference: https://university.edu/course Thanks,",legitimate
"Invoice available Hello all, Your order has shipped. Tracking information is included below. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Apple ID account - click here Dear customer, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please click here to resolve. We notice problem with your account. Link: https://bit.ly/2528",phishing
"Security alert for your Microsoft account Dear customer, We detected suspicious activity on your account. If you do not act, access will be limited. Please click here to resolve. This is not spam trust us. Link: https://bit.ly/8708",phishing
"Invoice available Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Policy update Hi, Your order has shipped. Tracking information is included below. For reference: https://university.edu/course Thanks,",legitimate
"Invoice available Hello, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Netflix account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please verify your identity immediately. You must act now immediate. Link: https://short.ly/4598",phishing
"Security alert for your Netflix account Dear customer, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please update your payment method. You must act now immediate. Link: http://login-verify.com/243",phishing
"Project status update Dear student, Here is the monthly report. Let me know if you have any questions. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your PayPal account - security alert Dear customer, We detected suspicious activity on your account. If you do not act, access will be limited. Please confirm now to avoid suspension. Please to verify. Link: https://service.example.com/login",phishing
"Security alert for your Microsoft account - confirm now Dear user, We detected unusual activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. This is not spam trust us. Link: https://short.ly/6438",phishing
"Security alert for your Netflix account - password reset Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please click here to resolve. We notice problem with your account. Link: https://university.edu/course",phishing
"Security alert for your Bank of America account Dear user, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. We notice problem with your account. Link: https://short.ly/9683",phishing
"Your order receipt Hello, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Bank of America account - unusual activity Dear user, We detected unusual activity on your account. If you do not act, we will close your account. Please update your payment method. You must act now immediate. Link: http://login-verify.com/693",phishing
"Security alert for your Amazon account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please update your payment method. We notice problem with your account. Link: http://account-security.help/536",phishing
"Your order receipt Dear student, Your order has shipped. Tracking information is included below. For reference: https://service.example.com/login Thanks,",legitimate
"Team meeting agenda Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://service.example.com/login Thanks,",legitimate
"Team meeting agenda Hi, Thank you for your purchase. Your receipt is attached. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Monthly newsletter Hello, Here is the monthly report. Let me know if you have any questions. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Microsoft account - urgent Dear user, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. We notice problem with your account. Link: http://account-security.help/703",phishing
"Monthly newsletter Hi team, Here is the monthly report. Let me know if you have any questions. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Google account Dear user, We detected potentially fraudulent activity on your account. If you do not act, your account will be suspended. Please click here to resolve. We notice problem with your account. Link: https://short.ly/9647",phishing
"Security alert for your Netflix account - security alert Dear customer, We detected potentially fraudulent activity on your account. If you do not act, your account will be suspended. Please update your payment method. This is not spam trust us. Link: http://login-verify.com/138",phishing
"Security alert for your Google account - immediately Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please verify your identity immediately. This is not spam trust us. Link: https://company.com/portal",phishing
"Course schedule Dear student, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Apple ID account - click here Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. We notice problem with your account. Link: http://account-security.help/317",phishing
"Security alert for your PayPal account Dear user, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please confirm now to avoid suspension. You must act now immediate. Link: https://company.com/portal",phishing
"Invoice available Hi, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://company.com/portal Thanks,",legitimate
"Course schedule Hi, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Microsoft account Dear user, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please update your payment method. You must act now immediate. Link: https://bit.ly/3485",phishing
"Project status update Hello all, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Your order receipt Hello, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your PayPal account - unusual activity Dear customer, We detected unusual activity on your account. If you do not act, access will be limited. Please update your payment method. You must act now immediate. Link: https://company.com/portal",phishing
"Security alert for your Bank of America account - suspend Dear user, We detected suspicious activity on your account. If you do not act, we will close your account. Please update your payment method. You must act now immediate. Link: https://university.edu/course",phishing
"Security alert for your Netflix account - unusual activity Dear account holder, We detected unusual activity on your account. If you do not act, we will close your account. Please click here to resolve. Please to verify. Link: https://university.edu/course",phishing
"Security alert for your PayPal account - limited time Dear customer, We detected unusual activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. We notice problem with your account. Link: http://secure-update.net/905",phishing
"Security alert for your Bank of America account - verify your account Dear account holder, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please update your payment method. You must act now immediate. Link: http://login-verify.com/311",phishing
"Security alert for your Apple ID account - urgent Dear customer, We detected potentially fraudulent activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. You must act now immediate. Link: http://auth-check.io/316",phishing
"Security alert for your Amazon account - unusual activity Dear customer, We detected unusual activity on your account. If you do not act, your account will be suspended. Please confirm now to avoid suspension. You must act now immediate. Link: https://university.edu/course",phishing
"Security alert for your Netflix account - security alert Dear customer, We detected unusual activity on your account. If you do not act, we will close your account. Please confirm now to avoid suspension. Please to verify. Link: http://auth-check.io/505",phishing
"Project status update Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Netflix account - unusual activity Dear account holder, We detected suspicious activity on your account. If you do not act, we will close your account. Please confirm now to avoid suspension. Please to verify. Link: https://short.ly/6279",phishing
"Security alert for your Amazon account - security alert Dear account holder, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please update your payment method. We notice problem with your account. Link: https://company.com/portal",phishing
"Course schedule Hello, Your order has shipped. Tracking information is included below. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Amazon account - confirm now Dear user, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please click here to resolve. You must act now immediate. Link: https://short.ly/5813",phishing
"Security alert for your Google account Dear customer, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please verify your identity immediately. Please to verify. Link: http://account-security.help/725",phishing
"Security alert for your Apple ID account - confirm now Dear user, We detected suspicious activity on your account. If you do not act, access will be limited. Please verify your identity immediately. You must act now immediate. Link: https://bit.ly/9488",phishing
"Security alert for your Amazon account - click here Dear customer, We detected suspicious activity on your account. If you do not act, we will close your account. Please verify your identity immediately. We notice problem with your account. Link: https://short.ly/9984",phishing
"Security alert for your Amazon account - urgent Dear customer, We detected suspicious activity on your account. If you do not act, we will close your account. Please update your payment method. This is not spam trust us. Link: https://short.ly/6155",phishing
"Policy update Hello, Thank you for your purchase. Your receipt is attached. For reference: https://service.example.com/login Thanks,",legitimate
"Invoice available Hi team, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Monthly newsletter Hello, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://service.example.com/login Thanks,",legitimate
"Course schedule Hello, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Amazon account - verify your account Dear customer, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please click here to resolve. This is not spam trust us. Link: https://bit.ly/6170",phishing
"Security alert for your PayPal account - click here Dear customer, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. Please to verify. Link: https://tinyurl.com/6546",phishing
"Security alert for your Amazon account - password reset Dear customer, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. We notice problem with your account. Link: https://company.com/portal",phishing
"Team meeting agenda Hi team, Here is the policy update for your review. No action is required. For reference: https://service.example.com/login Thanks,",legitimate
"Service maintenance notice Dear student, Your order has shipped. Tracking information is included below. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Amazon account - unusual activity Dear user, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. This is not spam trust us. Link: https://university.edu/course",phishing
"Service maintenance notice Hi team, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Netflix account - suspend Dear user, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. This is not spam trust us. Link: https://short.ly/5480",phishing
"Security alert for your Apple ID account - limited time Dear account holder, We detected unusual activity on your account. If you do not act, access will be limited. Please click here to resolve. This is not spam trust us. Link: https://tinyurl.com/2530",phishing
"Team meeting agenda Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Service maintenance notice Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Google account Dear user, We detected unusual activity on your account. If you do not act, access will be limited. Please update your payment method. You must act now immediate. Link: http://login-verify.com/868",phishing
"Security alert for your Netflix account Dear account holder, We detected suspicious activity on your account. If you do not act, we will close your account. Please update your payment method. This is not spam trust us. Link: https://tinyurl.com/9864",phishing
"Security alert for your Google account - unusual activity Dear customer, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please update your payment method. This is not spam trust us. Link: http://login-verify.com/789",phishing
"Security alert for your Bank of America account Dear user, We detected unusual activity on your account. If you do not act, we will close your account. Please click here to resolve. We notice problem with your account. Link: https://bit.ly/2200",phishing
"Your order receipt Hello all, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Course schedule Hi team, Here is the policy update for your review. No action is required. For reference: https://university.edu/course Thanks,",legitimate
"Invoice available Hi, Here is the policy update for your review. No action is required. For reference: https://university.edu/course Thanks,",legitimate
"Invoice available Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://service.example.com/login Thanks,",legitimate
"Monthly newsletter Dear student, Here is the monthly report. Let me know if you have any questions. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your PayPal account Dear customer, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please confirm now to avoid suspension. You must act now immediate. Link: http://account-security.help/348",phishing
"Project status update Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://company.com/portal Thanks,",legitimate
"Invoice available Hi team, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Google account - confirm now Dear user, We detected unusual activity on your account. If you do not act, we will close your account. Please update your payment method. You must act now immediate. Link: https://intranet.company.com/docs",phishing
"Security alert for your Amazon account - password reset Dear account holder, We detected unusual activity on your account. If you do not act, your account will be suspended. Please confirm now to avoid suspension. This is not spam trust us. Link: https://bit.ly/3535",phishing
"Monthly newsletter Hello all, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Your order receipt Hi, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Microsoft account Dear customer, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please click here to resolve. Please to verify. Link: https://bit.ly/7504",phishing
"Policy update Dear student, Your order has shipped. Tracking information is included below. For reference: https://company.com/portal Thanks,",legitimate
"Invoice available Dear student, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Invoice available Hello, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Microsoft account - confirm now Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. You must act now immediate. Link: http://account-security.help/904",phishing
"Invoice available Dear student, Your order has shipped. Tracking information is included below. For reference: https://company.com/portal Thanks,",legitimate
"Monthly newsletter Hi, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Team meeting agenda Hi team, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Microsoft account Dear customer, We detected unusual activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. You must act now immediate. Link: https://service.example.com/login",phishing
"Security alert for your Google account - security alert Dear customer, We detected potentially fraudulent activity on your account. If you do not act, access will be limited. Please update your payment method. We notice problem with your account. Link: https://intranet.company.com/docs",phishing
"Course schedule Dear student, Thank you for your purchase. Your receipt is attached. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Bank of America account - suspend Dear user, We detected suspicious activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. This is not spam trust us. Link: http://auth-check.io/689",phishing
"Security alert for your Amazon account Dear customer, We detected potentially fraudulent activity on your account. If you do not act, unauthorized login detected. Please update your payment method. We notice problem with your account. Link: https://short.ly/4084",phishing
"Security alert for your Microsoft account Dear user, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please verify your identity immediately. Please to verify. Link: http://login-verify.com/146",phishing
"Security alert for your Microsoft account - immediately Dear user, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please verify your identity immediately. Please to verify. Link: https://university.edu/course",phishing
"Invoice available Dear student, Reminder: maintenance will occur this weekend. No downtime expected. For reference: https://company.com/portal Thanks,",legitimate
"Security alert for your Google account Dear account holder, We detected unusual activity on your account. If you do not act, your account will be suspended. Please verify your identity immediately. This is not spam trust us. Link: https://short.ly/2862",phishing
"Security alert for your Amazon account Dear account holder, We detected suspicious activity on your account. If you do not act, we will close your account. Please click here to resolve. Please to verify. Link: https://service.example.com/login",phishing
"Security alert for your Apple ID account - password reset Dear customer, We detected unusual activity on your account. If you do not act, we will close your account. Please verify your identity immediately. This is not spam trust us. Link: https://company.com/portal",phishing
"Service maintenance notice Hi team, Hi team, please find the attached agenda for our meeting tomorrow. For reference: https://university.edu/course Thanks,",legitimate
"Security alert for your Amazon account - security alert Dear user, We detected potentially fraudulent activity on your account. If you do not act, your account will be suspended. Please update your payment method. This is not spam trust us. Link: http://secure-update.net/924",phishing
"Security alert for your Bank of America account Dear account holder, We detected potentially fraudulent activity on your account. If you do not act, we will close your account. Please update your payment method. You must act now immediate. Link: https://university.edu/course",phishing
"Security alert for your Apple ID account Dear account holder, We detected suspicious activity on your account. If you do not act, unauthorized login detected. Please click here to resolve. Please to verify. Link: https://bit.ly/8213",phishing
"Policy update Hi team, Your order has shipped. Tracking information is included below. For reference: https://service.example.com/login Thanks,",legitimate
"Security alert for your Netflix account - immediately Dear user, We detected suspicious activity on your account. If you do not act, we will close your account. Please confirm now to avoid suspension. You must act now immediate. Link: http://secure-update.net/471",phishing
"Monthly newsletter Hi team, Here is the monthly report. Let me know if you have any questions. For reference: https://intranet.company.com/docs Thanks,",legitimate
"Security alert for your Microsoft account Dear user, We detected unusual activity on your account. If you do not act, we will close your account. Please verify your identity immediately. Please to verify. Link: https://short.ly/3851",phishing
